54.0,830908800,830959260
44.0,830908800,831629700
79.0,830995200,830997480
85.0,830995200,831021120
3.0,830995200,832034100
47.0,830995200,832146000
73.0,831081600,831082260
48.0,831081600,831093960
79.0,831081600,831110700
